date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:38:42	96251/96251	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20May%202021%2006:38:44%20GMT	https://web.archive.org/	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/index-2.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2012%20May%202021%2006:38:44%20GMT	https://web.archive.org/web/20210303003404im_/http://www.artofwa.com.au/wp-content/themes/whitespace/images/favicon.ico	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/images/favicon.ico	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:43	232/232	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2012%20May%202021%2006:38:45%20GMT	https://web.archive.org/_static/	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/index-3.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:46%20GMT	http://www.artofwa.com.au/xmlrpc.php	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/images/xmlrpc.a.delayed	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:43	3638/3638	---MC-	200	added ('OK')	image/x-icon	date:Wed,%2012%20May%202021%2006:38:45%20GMT	https://web.archive.org/web/20210227020859im_/http://www.artofwa.com.au/wp-content/themes/whitespace/images/favicon.ico	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/images/favicon.ico	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:46%20GMT	http://www.artofwa.com.au/xmlrpc.php?rsd	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/images/xmlrpc.b0db0.delayed	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:46%20GMT	http://www.artofwa.com.au/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/images/wlwmanifest.c.delayed	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=202008	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index2d4f.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	0/0	------	302	error ('FOUND')	text/plain	date:Wed,%2012%20May%202021%2005:07:56%20GMT	https://web.archive.org/web/20210303003404cs_/http://www.artofwa.com.au/wp-content/themes/whitespace/style.css	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/images/style.d.delayed	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=202001	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexad71.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=201908	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexcc03.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=201905	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index8413.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=201803	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexabb9.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=201712	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexe1e7.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=201707	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexa676.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:47%20GMT	http://www.artofwa.com.au/?m=201702	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexd305.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201610	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index8484.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201506	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexe04d.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201505	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index2b58.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201503	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index559e.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201410	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index166c.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201403	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexd907.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:48%20GMT	http://www.artofwa.com.au/?m=201407	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index8ba2.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201402	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index03da.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201401	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index81d5.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201312	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexd44c.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201311	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index2501.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201310	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexd649.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201309	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index2fe4.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201307	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index8172.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:49%20GMT	http://www.artofwa.com.au/?m=201308	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index0b82.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201306	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index631b.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201305	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index0b76.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201303	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index9149.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201304	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexaf22.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201302	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index9f9d.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201301	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index0558.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201212	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index3642.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:50%20GMT	http://www.artofwa.com.au/?m=201211	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexfb7b.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:51%20GMT	http://www.artofwa.com.au/?m=201210	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index29b3.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:51%20GMT	http://www.artofwa.com.au/?m=201209	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexc797.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:51%20GMT	http://www.artofwa.com.au/?m=201207	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index0929.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:51%20GMT	http://www.artofwa.com.au/?m=201208	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexdef7.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:51%20GMT	http://www.artofwa.com.au/?m=201206	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index0260.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:51%20GMT	http://www.artofwa.com.au/?m=201205	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexde88.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201204	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index9b14.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201203	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index3598.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201108	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexfdb0.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201107	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index62cc.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201106	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexc61a.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201104	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index512b.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201103	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index08fb.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:52%20GMT	http://www.artofwa.com.au/?m=201102	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index52f4.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201101	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index74f1.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201012	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index8956.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201011	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexa1aa.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201010	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexe3d5.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201009	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index9ab9.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201008	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index1ff0.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:54%20GMT	http://www.artofwa.com.au/?m=201007	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index9f11.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=201006	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index31f0.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=201005	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexd189.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=201004	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexb5c0.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=201003	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexf258.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=201002	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index6e30.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	2725/2725	---M-Z	200	added ('OK')	text/html	etag:%22aa5-53beb90aa8180;eb-4d3672e1409c0-gzip%22	https://www.w3.org/1999/xhtml/	C:/My%20Web%20Sites/ArtOfWA/www.w3.org/index.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=200912	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index5c0a.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:55%20GMT	http://www.artofwa.com.au/?m=200911	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index8f62.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200910	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index451d.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200909	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index3e04.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200908	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index425a.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200907	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index9907.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200906	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index3104.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200904	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index17e8.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:56%20GMT	http://www.artofwa.com.au/?m=200903	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/index10a5.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	12108/12108	------	200	untouched ('OK')	text/css	date:Wed,%2012%20May%202021%2005:07:56%20GMT	https://web.archive.org/web/20210227022849cs_/http://www.artofwa.com.au/wp-content/themes/whitespace/style.css	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/images/style.css	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:57%20GMT	http://www.artofwa.com.au/?m=200810	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexa7bc.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20May%202021%2006:38:57%20GMT	http://www.artofwa.com.au/?m=200806	C:/My%20Web%20Sites/ArtOfWA/www.artofwa.com.au/indexfda7.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	6476/6476	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1620501976-6476-2593458707%22	https://web.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/images/wayback-toolbar-logo-200.png	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2012%20May%202021%2006:38:46%20GMT	https://web.archive.org/web/20210303003404/http://www.artofwa.com.au/?feed=rss2	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/indexd784.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
16:38:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2012%20May%202021%2006:38:47%20GMT	https://web.archive.org/web/20210303003404/http://www.artofwa.com.au/?feed=atom	C:/My%20Web%20Sites/ArtOfWA/web.archive.org/index6e0a.html	(from https://web.archive.org/web/20210303003404/http://artofwa.com.au/)
